"No."	"PosX"	"PosY"	"PosZ"	"FrontX"	"FrontY"	"FrontZ"	"LeftX"	"LeftY"	"LeftZ"	"UpX"	"UpY"	"UpZ"
62	3.222599	2.490388	-1.009062	-0.961176	0.002486	0.275925	0.275926	-0.000011	0.961179	0.002392	0.999997	-0.000675
63	3.174495	2.490512	-0.995411	-0.963177	0.002483	0.268855	0.268856	-0.000011	0.963180	0.002394	0.999997	-0.000656
64	3.126292	2.490636	-0.982109	-0.965159	0.002479	0.261652	0.261653	-0.000011	0.965162	0.002396	0.999997	-0.000638
65	3.077991	2.490760	-0.969177	-0.967119	0.002475	0.254314	0.254315	-0.000011	0.967121	0.002396	0.999997	-0.000619
66	3.029596	2.490884	-0.956634	-0.969053	0.002471	0.246840	0.246841	-0.000011	0.969056	0.002397	0.999997	-0.000599
67	2.981104	2.491007	-0.944472	-0.970960	0.002466	0.239229	0.239229	-0.000010	0.970963	0.002397	0.999997	-0.000580
68	2.932513	2.491131	-0.932672	-0.972836	0.002461	0.231481	0.231481	-0.000010	0.972839	0.002396	0.999997	-0.000560
69	2.883828	2.491254	-0.921255	-0.974679	0.002455	0.223596	0.223597	-0.000009	0.974682	0.002395	0.999997	-0.000540
70	2.835053	2.491376	-0.910242	-0.976484	0.002449	0.215575	0.215576	-0.000008	0.976487	0.002393	0.999997	-0.000520
71	2.786194	2.491499	-0.899653	-0.978249	0.002443	0.207419	0.207419	-0.000007	0.978252	0.002391	0.999997	-0.000499
72	2.737248	2.491621	-0.889479	-0.979971	0.002436	0.199123	0.199124	-0.000006	0.979974	0.002388	0.999997	-0.000479
73	2.688210	2.491742	-0.879702	-0.981648	0.002428	0.190689	0.190689	-0.000005	0.981650	0.002385	0.999997	-0.000458
74	2.639086	2.491864	-0.870343	-0.983274	0.002421	0.182118	0.182119	-0.000004	0.983277	0.002381	0.999997	-0.000437
75	2.589885	2.491984	-0.861420	-0.984846	0.002412	0.173415	0.173415	-0.000003	0.984849	0.002376	0.999997	-0.000416
76	2.540615	2.492105	-0.852956	-0.986361	0.002404	0.164581	0.164582	-0.000001	0.986363	0.002371	0.999997	-0.000395
77	2.491271	2.492225	-0.844941	-0.987815	0.002394	0.155617	0.155617	0.000001	0.987817	0.002365	0.999997	-0.000373
78	2.441845	2.492344	-0.837358	-0.989205	0.002385	0.146517	0.146518	0.000002	0.989208	0.002359	0.999997	-0.000352
79	2.392348	2.492463	-0.830225	-0.990528	0.002374	0.137287	0.137288	0.000004	0.990531	0.002351	0.999997	-0.000330
80	2.342790	2.492582	-0.823562	-0.991780	0.002364	0.127932	0.127933	0.000006	0.991783	0.002344	0.999997	-0.000308
81	2.293181	2.492700	-0.817388	-0.992956	0.002353	0.118458	0.118458	0.000008	0.992959	0.002335	0.999997	-0.000286
82	2.243517	2.492817	-0.811696	-0.994054	0.002341	0.108860	0.108860	0.000010	0.994057	0.002326	0.999997	-0.000264
83	2.193786	2.492934	-0.806469	-0.995071	0.002329	0.099133	0.099134	0.000012	0.995074	0.002316	0.999997	-0.000243
84	2.144002	2.493050	-0.801724	-0.996003	0.002316	0.089287	0.089288	0.000014	0.996006	0.002305	0.999997	-0.000221
85	2.094178	2.493166	-0.797479	-0.996846	0.002303	0.079331	0.079332	0.000016	0.996848	0.002294	0.999997	-0.000199
